Temporal_Velocity_Alpha,Manifold_Proximity_Scalar,Barycentric_Divergence_Index,Normalized_Deviation_Magnitude,Distribution_Curvature_Coefficient,Distribution_Asymmetry_Coefficient,Dispersion_Magnitude_Metric,Target
-0.0048627563325262,1.2219345564807444,0.0056243064123704,0.4623563321634569,-0.7594685419328409,-0.2201672615580253,0.0122099523549166,0.0036741829897265358
-0.0069348853580073,0.9984111967197054,0.0046662837060902,0.3856142525311343,-0.7185547092207549,-0.2005406850831664,0.0121167460934995,0.004802447273895673
-0.002076789011049,1.0447530005147334,0.0090937998380928,0.7537257791493872,-0.6861191142109568,-0.2082276659529852,0.012007423165595,0.0005890317666452945
0.0,1.2583766083842605,0.0102287572443157,0.8543503463980118,-0.683543037840634,-0.2115780375875708,0.011995595562551,-0.0003367268675832229
0.0189549358488291,1.0834345455962149,0.0085208849555442,0.713891011329773,-0.6763881511420948,-0.279213452726971,0.0119933097322353,0.0015054945189931703
0.0160896892219253,1.2038044859973345,0.0066911285265263,0.5617602565530758,-0.6591197271980987,-0.346662466818611,0.0119858948181369,0.0033666732321847416
0.0223788873775822,1.3676527498659172,0.0103636865560277,0.8669931527518911,-0.6396472149742247,-0.4210413323070145,0.0119956672606979,-0.0005243942451143101
0.0105791134078355,1.7317687997066118,0.0068169840800098,0.571476197796023,-0.5941812918774019,-0.4849497667453118,0.011969558415527,0.0028999869156946818
0.0140948922980482,1.280377053533628,0.004770623110604,0.4022528584000938,-0.5403658977109341,-0.5364865537812127,0.0119239478701417,0.004988031994681917
0.0007797564690057,1.2362624027680706,0.005218500774446,0.4415052660411668,-0.5428812136903581,-0.5481547363637764,0.0119371317832878,0.004558398829415883
-0.0104506672783103,2.045209851154722,0.000679310771586,0.0571786787402502,-0.5446584211464787,-0.5291547664269208,0.0119205334117771,0.009523527559286192
0.0042766310584718,2.2547449803206154,0.0042316883950666,0.3571760626347119,-0.5505712240940622,-0.5177159870405535,0.0119245444627581,0.006289083991459553
0.0035791117886928,1.5001361375758484,0.0092688656914132,0.7805383805390761,-0.57361241304297,-0.5273710926996993,0.0119771818040949,0.0014887753172846416
0.014682353833445,1.8513130812737608,0.0162474709103496,1.3442678868746991,-0.6244279238779037,-0.5073485546370505,0.0121833453045741,-0.00558699363400081
0.0140210988842523,1.5450860185193112,0.0160264244539108,1.305827860349162,-0.6774260703685671,-0.5048001897953248,0.0123813501989292,-0.005523633613222999
0.0189212241373718,1.3928442008190032,0.0152520690442942,1.2255468347773153,-0.7022415316906968,-0.5373933666967181,0.0125408687829911,-0.0049708559706326625
0.0168456463507385,1.3814324456483842,0.0129724052107037,1.0334191170119915,-0.711490124150687,-0.5796773574033617,0.012653326246347,-0.0029987043914963367
0.0239878115544036,1.1311777478528264,0.0057254909202055,0.4559512429954977,-0.6197445636742731,-0.6350654831618847,0.0125218200663263,0.004414384398811092
0.0177204833839561,3.2538489752727595,-0.0004777436915925,-0.0389146249468598,-0.4623038702358197,-0.6672768117245185,0.0121577868579943,0.0111449665280693
0.0284310214094043,1.3591093314830105,-0.0043412458026239,-0.359878358007375,-0.5191921784906872,-0.607312062235125,0.0115374131818887,0.015842306348827946
0.0289013764672714,2.489628974187523,0.0026354343556603,0.2293624022421249,-0.7080840564573988,-0.5234627670902089,0.0108812883906537,0.0090354232554446
0.0338245545245261,1.355299267842064,0.0078953418448771,0.7288832659352295,-0.6790314216699684,-0.5267278231254557,0.0104192861106059,0.003729763571564144
0.0288554385449663,1.3720458146659296,0.0079662086229072,0.7679528771742777,-0.7023539078623516,-0.5154876944665321,0.0099555890410828,0.003601285575186605
0.0267402164622851,1.557281769857915,0.0071961348398647,0.725068950131077,-0.5922270502093754,-0.5620754967639344,0.0096954731001324,0.004557186745249729
0.0238453244921079,1.733770218023925,0.0092809621545569,0.9574503827592308,-0.4997885686305054,-0.6013045161767991,0.0094615385476353,0.0028670487180568415
0.016157018370553,1.2176397799304008,0.0066997063671648,0.7112389567360524,-0.3658723318293828,-0.6705283610354978,0.0093805923515818,0.005973187087655872
